date,total_sales,electronics_sales,clothing_sales,food_sales,home_sales,num_transactions,avg_transaction_value
2023-04-24,236.09,228.07,281.68,279.18,201.74,46,5.49
2023-04-25,216.35,230.25,237.06,263.91,169.05,47,4.51
2023-04-26,208.54,224.97,245.61,153.44,178.52,61,4.17
2023-04-27,210.12,221.68,181.37,234.33,195.63,49,3.82
2023-04-28,247.14,277.19,275.67,193.76,312.83,60,6.5
2023-04-29,231.56,195.08,198.78,219.87,246.9,65,5.51
2023-04-30,236.2,237.95,298.42,243.08,283.67,47,5.37
2023-05-01,224.14,170.92,242.48,211.06,252.43,51,4.77
2023-05-02,207.14,192.79,185.33,209.58,158.98,48,5.18
2023-05-03,195.16,193.72,168.17,253.31,222.79,55,4.76
2023-05-04,216.94,236.75,176.71,169.46,187.67,64,3.56
2023-05-05,234.53,297.93,261.92,259.22,254.1,44,4.69
2023-05-06,229.88,243.76,191.08,215.53,207.94,31,4.6
2023-05-07,230.74,264.46,243.93,179.93,299.64,40,4.44
2023-05-08,232.56,233.43,199.71,184.94,199.56,45,5.81
2023-05-09,204.55,221.01,224.43,259.69,177.44,44,4.17
2023-05-10,205.16,152.34,243.93,251.89,258.17,39,3.66
2023-05-11,204.29,174.18,238.36,254.18,146.02,44,5.24
2023-05-12,202.29,185.52,233.95,261.95,226.16,61,3.55
2023-05-13,248.1,244.0,201.61,204.68,281.64,47,4.77
2023-05-14,253.98,184.74,191.25,231.95,305.23,48,5.4
2023-05-15,218.59,171.38,244.68,240.78,280.81,49,4.37
2023-05-16,202.99,175.81,186.96,201.02,260.92,65,4.83
2023-05-17,198.4,254.54,190.35,188.69,146.65,51,3.48
2023-05-18,202.24,181.77,145.35,184.98,241.29,43,3.61
2023-05-19,220.59,218.21,188.77,233.0,239.96,42,4.9
2023-05-20,249.21,203.77,179.48,260.51,271.24,52,4.15
2023-05-21,230.66,245.99,283.13,183.8,179.22,47,3.84
2023-05-22,213.07,185.03,180.26,209.46,232.27,51,4.02
2023-05-23,189.34,156.05,195.85,195.41,244.15,37,3.79
2023-05-24,184.43,186.26,133.41,192.21,230.0,57,3.69
2023-05-25,194.69,136.92,214.18,160.82,187.58,58,4.64
2023-05-26,228.01,160.65,203.8,261.15,165.07,40,5.43
2023-05-27,219.92,182.85,272.43,157.27,201.75,46,3.01
2023-05-28,230.59,166.49,284.29,210.51,275.75,57,5.12
2023-05-29,216.75,165.77,194.03,253.19,242.95,50,4.17
2023-05-30,210.82,190.43,261.53,218.9,205.67,48,4.79
2023-05-31,212.75,251.37,276.08,182.26,155.96,41,3.32
2023-06-01,185.39,193.4,221.58,207.07,177.26,35,3.43
2023-06-02,200.79,202.32,242.34,208.91,197.06,43,4.18
2023-06-03,231.1,202.47,196.3,272.18,290.53,47,5.37
2023-06-04,230.68,290.44,241.3,263.21,250.21,58,4.44
2023-06-05,230.84,216.57,170.9,246.09,204.75,64,4.12
2023-06-06,200.17,150.58,151.52,198.75,203.22,51,4.35
2023-06-07,179.24,191.83,232.89,139.79,132.57,53,4.27
2023-06-08,191.91,147.44,171.95,164.43,246.32,53,3.62
2023-06-09,212.03,192.34,243.6,201.74,194.23,35,3.48
2023-06-10,224.08,225.08,265.31,237.43,221.1,51,4.98
2023-06-11,224.1,274.42,272.24,225.94,204.64,43,4.57
2023-06-12,218.16,217.32,283.3,190.43,242.05,46,4.04
2023-06-13,201.11,225.52,169.92,141.56,220.69,41,4.47
2023-06-14,191.7,248.38,138.83,191.26,216.46,57,3.99
2023-06-15,187.5,146.04,177.51,163.38,161.41,50,3.29
2023-06-16,194.24,167.99,151.13,221.58,172.76,54,4.41
2023-06-17,212.28,198.85,151.45,151.65,164.55,45,4.25
2023-06-18,226.0,215.4,207.07,237.5,247.09,52,5.38
2023-06-19,194.2,183.83,227.26,245.64,140.58,45,4.05
2023-06-20,187.95,233.92,195.42,151.23,198.97,41,3.3
2023-06-21,168.76,190.43,149.8,165.89,206.19,48,3.31
2023-06-22,176.09,187.49,192.4,132.92,217.38,60,3.09
2023-06-23,203.47,180.19,170.75,218.81,197.24,51,3.7
2023-06-24,207.47,247.78,147.02,213.76,202.4,54,4.61
2023-06-25,209.12,266.22,242.29,197.5,156.04,40,4.18
2023-06-26,183.48,218.84,197.1,185.83,202.28,53,4.17
2023-06-27,186.42,130.67,215.76,230.78,222.35,42,3.33
2023-06-28,173.82,188.05,125.74,142.15,147.19,64,3.28
2023-06-29,192.1,140.36,230.95,137.07,183.03,56,4.37
2023-06-30,182.25,155.75,195.32,221.8,219.31,57,4.14
2023-07-01,202.39,148.9,210.09,211.76,248.19,52,3.89
2023-07-02,205.79,218.6,221.17,254.02,174.08,45,4.04
2023-07-03,207.48,230.7,252.84,219.55,213.77,50,4.51
2023-07-04,172.63,132.7,181.63,204.75,140.78,47,5.57
2023-07-05,164.78,153.29,172.78,157.83,125.42,47,3.0
2023-07-06,171.16,166.67,221.55,196.82,213.38,61,3.0
2023-07-07,181.82,167.53,209.82,226.88,216.78,47,3.71
2023-07-08,190.36,147.07,183.77,198.6,220.06,53,3.46
2023-07-09,199.86,190.14,224.73,161.58,145.75,63,5.0
2023-07-10,197.07,226.77,183.97,169.73,237.72,66,4.28
2023-07-11,157.95,117.3,132.26,129.39,152.08,52,2.98
2023-07-12,157.97,118.18,167.15,133.98,143.03,60,3.04
2023-07-13,152.74,139.43,191.98,135.0,157.0,54,2.78
2023-07-14,186.58,236.03,234.62,192.75,140.83,41,3.66
2023-07-15,174.28,191.91,157.75,183.48,201.12,60,2.95
2023-07-16,187.04,207.09,190.14,178.79,196.29,41,3.9
2023-07-17,184.83,169.52,152.85,197.63,150.08,52,3.55
2023-07-18,178.62,188.66,231.74,133.78,145.21,45,2.98
2023-07-19,150.75,106.44,194.27,113.47,122.19,48,2.74
2023-07-20,148.98,161.15,162.35,119.65,109.38,50,2.26
2023-07-21,188.26,234.94,222.64,190.3,198.17,62,3.62
2023-07-22,169.88,181.35,191.8,140.73,204.57,55,3.69
2023-07-23,165.51,202.62,174.76,143.99,117.6,43,3.25
2023-07-24,180.37,204.61,132.03,169.58,131.56,54,4.62
2023-07-25,152.88,118.08,148.73,181.49,159.56,49,2.78
2023-07-26,136.17,169.05,150.45,96.45,162.27,56,2.23
2023-07-27,156.63,115.88,173.31,170.67,140.35,53,3.4
2023-07-28,166.93,170.33,154.22,183.84,151.87,45,3.41
2023-07-29,173.8,136.48,219.86,204.95,183.85,40,3.34
2023-07-30,169.82,120.07,135.93,213.92,146.82,43,3.09
2023-07-31,179.86,171.45,179.9,128.07,128.77,61,4.61
2023-08-01,159.62,139.99,177.9,126.46,182.14,55,2.75
2023-08-02,140.65,139.46,157.28,173.23,151.25,51,2.23
2023-08-03,163.32,170.88,177.88,159.25,171.23,56,3.08
2023-08-04,149.14,108.31,129.03,154.92,170.77,54,3.24
2023-08-05,159.59,123.49,126.67,175.2,176.37,58,3.89
2023-08-06,171.16,177.19,185.12,189.55,140.96,53,3.49
2023-08-07,166.19,150.55,176.09,209.24,151.48,54,3.26
2023-08-08,151.11,171.89,122.04,196.17,117.21,49,2.65
2023-08-09,134.85,147.17,151.44,152.66,104.9,49,2.41
2023-08-10,144.05,173.92,140.17,125.66,159.28,50,3.0
2023-08-11,143.07,159.59,157.47,175.66,173.85,57,2.42
2023-08-12,185.08,177.3,222.55,135.02,236.47,44,3.63
2023-08-13,173.12,191.09,138.82,145.19,186.45,58,4.44
2023-08-14,173.74,150.33,123.61,215.17,140.81,50,4.04
2023-08-15,148.1,130.89,172.9,126.43,113.06,47,2.79
2023-08-16,137.88,161.79,146.96,114.77,163.76,44,2.87
2023-08-17,142.35,137.77,159.4,111.44,149.08,57,2.69
2023-08-18,156.25,184.23,187.96,189.92,167.34,45,2.84
2023-08-19,173.34,206.87,204.83,173.34,202.61,47,3.4
2023-08-20,183.57,222.95,234.34,202.84,205.96,49,4.48
2023-08-21,160.94,201.18,164.41,135.75,193.24,54,3.35
2023-08-22,148.24,142.1,147.22,171.2,108.77,59,2.35
2023-08-23,128.98,114.96,121.38,149.1,148.13,41,3.15
2023-08-24,147.69,154.97,117.0,131.08,178.78,57,3.14
2023-08-25,141.73,130.77,147.9,134.13,123.54,46,2.73
2023-08-26,181.71,192.73,157.4,150.06,197.03,50,3.13
2023-08-27,166.75,187.32,208.91,214.43,148.16,53,3.88
2023-08-28,141.63,157.64,148.7,154.0,180.54,66,2.78
2023-08-29,139.47,128.97,147.24,175.84,100.43,70,3.17
2023-08-30,120.19,96.16,109.72,106.01,125.94,50,2.56
2023-08-31,138.9,133.11,101.56,162.4,111.11,49,2.83
2023-09-01,139.26,109.39,100.13,161.47,156.99,49,2.53
2023-09-02,156.62,193.28,149.42,174.63,126.16,55,3.07
2023-09-03,145.73,132.25,109.4,186.44,122.59,58,2.97
2023-09-04,148.97,118.08,158.52,139.45,148.46,52,3.46
2023-09-05,111.6,79.82,137.11,86.87,139.37,47,1.86
2023-09-06,108.89,118.42,133.91,120.11,90.06,46,1.7
2023-09-07,135.93,147.09,148.9,154.63,106.91,43,2.34
2023-09-08,151.56,137.06,125.3,158.38,175.11,54,3.22
2023-09-09,163.35,121.37,198.92,134.61,163.41,66,3.33
2023-09-10,153.05,144.76,188.51,153.46,190.87,59,3.12
2023-09-11,151.21,134.08,123.69,134.17,119.15,51,3.09
2023-09-12,134.09,148.34,153.2,128.26,145.83,38,2.23
2023-09-13,111.54,118.62,97.25,121.25,93.66,49,2.14
2023-09-14,141.84,130.32,167.6,162.71,112.63,48,2.63
2023-09-15,151.06,125.49,196.12,126.79,167.68,57,2.48
2023-09-16,155.56,201.12,111.7,146.73,164.31,43,3.62
2023-09-17,161.77,157.31,200.34,139.37,186.51,55,2.74
2023-09-18,152.65,169.89,163.88,125.05,135.2,50,3.55
2023-09-19,112.69,88.39,144.7,131.85,109.17,48,2.3
2023-09-20,119.73,118.69,117.21,149.12,112.93,55,2.72
2023-09-21,119.17,85.38,144.0,109.89,153.78,42,2.43
2023-09-22,131.55,131.98,97.01,151.38,115.15,45,2.68
2023-09-23,154.34,197.31,139.09,191.11,135.34,40,2.71
2023-09-24,178.96,166.53,132.47,216.13,163.34,45,3.25
2023-09-25,156.56,113.25,201.21,126.76,162.62,41,2.34
2023-09-26,127.08,91.32,151.25,161.87,108.2,59,2.12
2023-09-27,127.71,119.13,154.73,118.26,159.53,56,2.32
2023-09-28,139.87,111.34,176.62,126.38,120.2,54,3.25
2023-09-29,150.8,107.67,113.26,111.21,186.62,48,3.87
2023-09-30,157.85,182.11,147.01,156.54,120.29,51,2.98
2023-10-01,154.72,150.86,114.89,118.42,169.25,40,2.92
2023-10-02,157.43,137.53,130.12,133.68,195.88,53,3.09
2023-10-03,137.13,170.05,114.87,122.07,109.88,66,2.14
2023-10-04,131.45,101.17,129.01,155.8,168.38,46,1.8
2023-10-05,132.84,169.18,114.39,162.77,129.09,46,2.95
2023-10-06,152.77,135.72,116.19,134.66,193.62,51,2.83
2023-10-07,152.72,188.31,122.25,185.59,168.92,57,3.05
2023-10-08,175.28,186.11,138.19,212.85,154.42,55,3.25
2023-10-09,153.46,183.54,197.01,177.82,124.76,48,3.27
2023-10-10,155.08,200.12,179.21,122.21,136.82,69,3.69
2023-10-11,116.84,102.0,149.63,130.18,88.31,48,2.49
2023-10-12,145.19,185.36,139.94,183.95,114.16,47,2.59
2023-10-13,145.69,136.03,126.32,161.65,111.13,35,3.1
2023-10-14,153.1,142.58,180.5,137.63,146.02,49,2.73
2023-10-15,158.92,143.7,142.35,158.97,187.1,57,3.61
2023-10-16,150.02,153.75,131.97,163.14,117.74,50,3.57
2023-10-17,140.42,111.28,117.88,141.31,109.27,53,3.19
2023-10-18,130.91,135.13,101.82,101.06,142.17,44,2.67
2023-10-19,124.14,127.25,106.0,110.14,101.59,32,2.53
2023-10-20,145.62,168.51,132.98,172.04,110.46,45,3.03
2023-10-21,183.29,219.98,202.42,223.04,146.65,50,3.59
2023-10-22,183.38,176.83,135.25,143.47,230.01,59,4.37
2023-10-23,160.04,141.06,132.24,203.48,190.91,46,3.72
2023-10-24,139.11,119.02,164.9,124.82,126.93,47,2.96
2023-10-25,129.53,105.8,102.09,142.14,141.64,54,3.81
2023-10-26,138.76,101.93,125.66,159.73,141.86,52,2.57
2023-10-27,138.48,125.39,168.78,164.4,153.2,43,2.43
2023-10-28,162.23,139.87,128.64,205.62,180.01,64,3.12
2023-10-29,152.45,195.12,114.29,135.34,164.23,53,3.05
2023-10-30,162.8,168.44,161.29,197.82,139.95,41,3.32
2023-10-31,148.42,134.82,130.83,115.62,107.37,46,3.03
2023-11-01,126.81,132.93,131.64,142.41,123.43,42,2.95
2023-11-02,151.77,118.92,179.44,173.81,187.38,47,3.3
2023-11-03,139.95,135.25,109.48,154.87,145.79,51,2.46
2023-11-04,153.75,165.4,161.2,130.9,184.42,46,2.26
2023-11-05,175.07,173.9,175.64,214.25,226.71,59,2.82
2023-11-06,173.05,162.85,136.09,138.67,138.12,47,3.15
2023-11-07,162.65,210.84,174.75,119.09,181.36,47,3.7
2023-11-08,131.0,160.89,113.21,148.09,144.7,52,2.38
2023-11-09,150.85,162.02,149.75,148.63,194.29,43,2.69
2023-11-10,155.94,162.43,116.85,188.6,201.37,57,2.74
2023-11-11,170.87,183.24,166.73,158.91,190.01,39,4.07
2023-11-12,185.94,152.62,164.35,148.93,157.34,54,3.87
2023-11-13,173.46,162.55,207.02,208.48,204.54,53,3.1
2023-11-14,134.49,97.33,98.74,138.44,102.78,54,2.86
2023-11-15,154.88,152.61,147.32,126.0,180.96,46,3.44
2023-11-16,158.47,162.56,154.52,179.42,197.47,44,2.83
2023-11-17,154.75,129.47,175.64,155.78,143.87,62,2.92
2023-11-18,181.31,231.79,189.39,192.66,195.52,48,4.53
2023-11-19,186.88,232.79,205.63,182.49,179.04,52,3.46
2023-11-20,174.45,197.71,203.45,208.86,167.94,38,2.91
2023-11-21,149.73,152.73,182.27,179.34,132.7,56,3.48
2023-11-22,138.45,169.18,122.99,155.84,160.22,57,2.77
2023-11-23,149.53,116.39,152.94,114.13,188.67,53,2.23
2023-11-24,177.92,208.93,214.23,214.09,224.97,52,3.29
2023-11-25,188.05,145.72,243.27,207.34,151.35,47,3.24
2023-11-26,183.55,215.96,226.45,205.25,224.82,37,4.17
2023-11-27,184.95,160.07,170.69,169.75,211.3,50,3.94
2023-11-28,132.2,162.11,108.02,162.28,112.59,50,2.59
2023-11-29,162.16,205.37,161.13,184.09,120.06,48,3.06
2023-11-30,137.96,108.89,157.96,105.89,118.76,59,2.34
2023-12-01,168.2,164.43,167.45,158.89,209.8,52,2.85
2023-12-02,177.1,228.21,175.31,218.16,191.25,49,4.32
2023-12-03,180.06,178.26,216.6,131.14,203.94,37,3.46
2023-12-04,194.64,237.1,178.45,248.53,166.28,37,3.04
2023-12-05,161.86,170.47,196.8,179.26,183.16,52,3.24
2023-12-06,160.04,148.07,151.09,172.66,114.73,56,3.02
2023-12-07,160.84,140.17,144.26,138.7,148.81,54,3.57
2023-12-08,182.59,150.08,177.55,155.07,196.48,32,3.38
2023-12-09,195.11,225.76,225.83,246.86,153.68,42,3.42
2023-12-10,186.26,173.58,144.47,163.72,222.36,48,2.82
2023-12-11,199.13,200.48,162.86,232.04,167.47,49,4.98
2023-12-12,167.77,167.0,213.22,157.01,183.1,48,3.36
2023-12-13,147.23,154.05,118.56,115.36,138.85,59,4.09
2023-12-14,163.28,199.1,169.92,115.35,172.69,59,3.14
2023-12-15,199.12,256.56,208.6,204.41,152.22,41,3.26
2023-12-16,209.17,197.57,207.87,268.88,148.54,43,4.27
2023-12-17,201.96,241.65,219.5,186.11,251.6,59,4.3
2023-12-18,192.06,222.55,160.93,175.61,165.52,55,4.0
2023-12-19,175.91,183.67,181.47,159.46,209.65,57,3.52
2023-12-20,190.01,242.0,175.44,192.35,246.94,56,5.43
2023-12-21,177.86,145.89,195.11,171.53,147.06,64,3.12
2023-12-22,194.91,149.22,152.95,239.34,167.45,49,3.3
2023-12-23,217.49,263.68,226.74,218.21,238.75,57,3.75
2023-12-24,214.38,206.56,173.9,215.38,274.25,42,4.12
2023-12-25,199.53,241.07,173.03,156.24,249.31,57,5.54
2023-12-26,183.75,227.08,152.74,236.97,184.06,49,4.48
2023-12-27,175.12,129.15,141.8,148.85,206.13,58,3.5
2023-12-28,180.28,221.75,215.51,134.13,140.88,59,3.16
2023-12-29,204.51,198.17,178.22,224.53,263.1,43,3.93
2023-12-30,214.34,215.69,269.27,226.61,274.06,45,4.37
2023-12-31,225.96,243.13,289.68,214.46,180.37,34,3.9
